Unnamed: 0,SN,Movie,Worldwide,India Net,India Gross,Overseas,Budget,Verdict,Movie,imdb_id,Run_time (min),Released_month,imdb_Rating,imdb_Votes
233,234,Badlapur,780000000,500000000,670000000,110000000,200000000,Hit,Badlapur,tt3678782,134.0,Feb,7.4,26310.0
234,235,Kis Kisko Pyaar Karoon,720000000,490000000,670000000,40000000,180000000,Hit,Kis Kisko Pyaar Karoon,tt4302956,133.0,Sep,5.6,6464.0
235,236,Spider-Man: No Way Home,101700000000,490000000,2610000000,56400000000,15000000000,0,Spider-Man: No Way Home,tt10872600,148.0,Dec,8.2,958084.0
236,237,Kai Po Che!,740000000,490000000,660000000,70000000,300000000,Hit,Kai Po Che!,tt2213054,120.0,Feb,7.8,39396.0
237,238,Bhool Bhulaiyaa,820000000,490000000,680000000,140000000,320000000,SuperHit,Bhool Bhulaiyaa,tt0995031,159.0,Oct,7.5,36269.0
238,239,Kites,870000000,490000000,660000000,210000000,650000000,Flop,Kites,tt1198101,123.0,May,6.0,13956.0
239,240,Raksha Bandhan,680000000,480000000,570000000,110000000,700000000,Below Average,Raksha Bandhan,tt12834962,108.0,Aug,5.4,26878.0
240,241,De Dana Dan,810000000,480000000,640000000,170000000,600000000,Average,De Dana Dan,tt1255951,162.0,Nov,5.9,11466.0
241,242,Marjaavaan,620000000,480000000,550000000,60000000,500000000,Average,Marjaavaan,tt9248934,152.0,Nov,3.7,4722.0
242,243,Murder 2,670000000,470000000,640000000,30000000,130000000,SuperHit,Murder 2,tt1918965,127.0,Jul,6.3,7945.0
243,244,Himmatwala,650000000,470000000,640000000,10000000,680000000,Flop,Himmatwala,tt2344678,150.0,Mar,1.7,9313.0
244,245,Mardaani 2,670000000,470000000,570000000,100000000,300000000,Hit,Mardaani 2,tt5668770,103.0,Dec,7.3,10607.0
245,246,Heyy Babyy,830000000,470000000,630000000,200000000,300000000,Hit,Heyy Babyy,tt0806088,144.0,Aug,6.1,16476.0
246,247,Kambakkht Ishq,850000000,470000000,630000000,220000000,500000000,Average,Kambakkht Ishq,tt1144804,142.0,Jul,3.8,7658.0
247,248,Koi... Mil Gaya,800000000,460000000,700000000,90000000,280000000,SuperHit,Koi... Mil Gaya,tt0254481,171.0,Aug,7.1,28267.0
248,249,Kuch Kuch Hota Hai,910000000,460000000,630000000,270000000,140000000,All Time Blockbuster,Kuch Kuch Hota Hai,tt0172684,185.0,Oct,7.5,58570.0
249,250,Ragini MMS 2,620000000,460000000,610000000,0,180000000,Hit,Ragini MMS 2,tt2609218,119.0,Mar,3.8,3167.0
250,251,Thank You,720000000,460000000,620000000,90000000,600000000,Flop,Thank You,tt1720254,125.0,Apr,4.8,6478.0
251,252,Shuddh Desi Romance,750000000,460000000,620000000,120000000,250000000,Hit,Shuddh Desi Romance,tt2988272,141.0,Sep,5.8,10342.0
252,253,Hichki,2360000000,450000000,590000000,1770000000,200000000,Hit,Hichki,tt6588966,116.0,Mar,7.5,14225.0
253,254,October,670000000,450000000,590000000,80000000,400000000,Hit,October,tt7700730,115.0,Apr,7.6,19685.0
254,255,Veer,650000000,450000000,610000000,40000000,550000000,Below Average,Veer,tt1185412,169.0,Jan,4.6,8900.0
255,256,Ishaqzaade,610000000,450000000,610000000,0,160000000,Hit,Ishaqzaade,tt2308773,120.0,May,6.5,8496.0
256,257,Guru,820000000,450000000,610000000,210000000,220000000,Hit,Guru,tt0499375,166.0,Jan,7.7,25336.0
257,258,New York,750000000,450000000,580000000,160000000,220000000,SuperHit,New York,tt1328634,153.0,Jun,6.8,12388.0
259,260,Kabhi Alvida Naa Kehna,1110000000,440000000,600000000,500000000,450000000,Average,Kabhi Alvida Naa Kehna,tt0449999,193.0,Aug,6.1,22834.0
260,261,No Entry,730000000,440000000,620000000,100000000,220000000,SuperHit,No Entry,tt0451833,158.0,Aug,6.6,13071.0
261,262,Roy,560000000,440000000,520000000,30000000,500000000,Flop,Roy,tt2976182,146.0,Feb,3.2,7955.0
262,263,K.G.F : Chapter 1,2370000000,440000000,2270000000,100000000,800000000,Blockbuster,K.G.F : Chapter 1,tt7838252,154.0,Dec,8.2,102678.0
263,264,ABCD: Any Body Can Dance,610000000,440000000,570000000,30000000,200000000,Hit,ABCD: Any Body Can Dance,tt2321163,160.0,Feb,6.3,7594.0
264,265,Dostana,810000000,440000000,590000000,220000000,400000000,Average,Dostana,tt1185420,145.0,Nov,6.4,16563.0
265,266,Double Dhamaal,710000000,440000000,590000000,110000000,300000000,Hit,Double Dhamaal,tt1728239,138.0,Jul,4.0,4760.0
266,267,Kaho Naa... Pyaar Hai,780000000,440000000,730000000,50000000,100000000,Blockbuster,Kaho Naa... Pyaar Hai,tt0234000,172.0,Jan,6.9,16937.0
267,268,Heroine,700000000,430000000,580000000,120000000,350000000,Average,Heroine,tt1949548,149.0,Sep,5.0,4657.0
268,269,Ek Villain Returns,600000000,430000000,510000000,90000000,720000000,0,Ek Villain Returns,tt11947158,129.0,Jul,4.4,16063.0
269,270,Raja Hindustani,760000000,430000000,600000000,150000000,60000000,All Time Blockbuster,Raja Hindustani,tt0117437,177.0,Nov,6.1,8557.0
270,271,Agent Vinod,710000000,430000000,560000000,140000000,550000000,Flop,Agent Vinod,tt1395025,157.0,Mar,5.2,8204.0
271,272,Shaandaar,730000000,430000000,590000000,130000000,690000000,Flop,Shaandaar,tt4007558,144.0,Oct,3.6,6557.0
272,273,I Hate Luv Storys,720000000,420000000,580000000,140000000,240000000,Hit,I Hate Luv Storys,tt1667838,129.0,Jul,5.7,8751.0
273,274,Romeo Akbar Walter,580000000,420000000,500000000,70000000,350000000,Above Average,Romeo Akbar Walter,tt8550208,141.0,Apr,6.7,6433.0
275,276,Madras Cafe,660000000,420000000,570000000,90000000,340000000,Average,Madras Cafe,tt2855648,130.0,Aug,7.6,25575.0
276,277,Desi Boyz,800000000,420000000,570000000,220000000,540000000,Flop,Desi Boyz,tt1985981,122.0,Nov,5.7,15421.0
277,278,Veer-Zaara,950000000,420000000,570000000,380000000,220000000,SuperHit,Veer-Zaara,tt0420332,192.0,Nov,7.8,59059.0
278,279,Jannat 2,620000000,420000000,570000000,50000000,230000000,Hit,Jannat 2,tt2319889,150.0,May,6.3,6161.0
279,280,Mohabbatein,760000000,410000000,560000000,200000000,190000000,Blockbuster,Mohabbatein,tt0213890,216.0,Oct,7.1,35279.0
280,281,Devdas,900000000,410000000,560000000,340000000,300000000,Hit,Devdas,tt0238936,185.0,Jul,7.5,49605.0
281,282,All The Best: Fun Begins,580000000,410000000,530000000,40000000,400000000,Average,All The Best: Fun Begins,tt1433905,144.0,Oct,6.2,7356.0
282,283,Kaminey,700000000,410000000,550000000,140000000,330000000,Above Average,Kaminey,tt1274295,130.0,Aug,7.4,18336.0
283,284,Chashme Baddoor,590000000,410000000,550000000,30000000,220000000,Hit,Chashme Baddoor,tt2229848,121.0,Apr,5.4,5404.0
284,285,Pagalpanti,510000000,410000000,470000000,40000000,600000000,Flop,Pagalpanti,tt9495690,149.0,Nov,3.3,2958.0
285,286,Atithi Tum Kab Jaoge?,570000000,410000000,550000000,10000000,200000000,Hit,Atithi Tum Kab Jaoge?,tt1578116,155.0,Mar,6.5,7099.0
286,287,Wazir,780000000,410000000,550000000,230000000,350000000,Average,Wazir,tt0315642,103.0,Jan,7.1,20424.0
287,288,Batti Gul Meter Chalu,580000000,400000000,520000000,60000000,550000000,Flop,Batti Gul Meter Chalu,tt7720922,161.0,Sep,5.9,6515.0
288,289,Phir Hera Pheri,690000000,400000000,550000000,140000000,180000000,SuperHit,Phir Hera Pheri,tt0419058,153.0,Jun,7.3,29070.0
289,290,Matru Ki Bijlee Ka Mandola,620000000,400000000,540000000,70000000,430000000,Flop,Matru Ki Bijlee Ka Mandola,tt2106537,151.0,Jan,5.6,6392.0
290,291,Anjaana Anjaani,680000000,400000000,540000000,140000000,380000000,Average,Anjaana Anjaani,tt1499201,151.0,Oct,5.7,7578.0
291,292,Bhagam Bhag,670000000,400000000,540000000,130000000,320000000,Hit,Bhagam Bhag,tt0805184,157.0,Dec,6.7,16253.0
292,293,Love Aaj Kal,570000000,400000000,470000000,100000000,600000000,Flop,Love Aaj Kal,tt1275863,128.0,Jul,6.8,17340.0
292,293,Love Aaj Kal,570000000,400000000,470000000,100000000,600000000,Flop,Love Aaj Kal,tt1275863,128.0,Jul,6.8,17340.0
293,294,Yaariyan,540000000,400000000,540000000,0,160000000,Hit,Yaariyan,tt3382148,145.0,Jan,2.8,3834.0
294,295,Shamshera,600000000,390000000,470000000,130000000,1500000000,Disaster,Shamshera,tt8426926,178.0,Jul,4.7,57406.0
295,296,Aarakshan,640000000,390000000,530000000,100000000,450000000,Flop,Aarakshan,tt1848771,164.0,Aug,6.2,5997.0
296,297,Antim: The Final Truth,580000000,390000000,460000000,110000000,350000000,0,Antim: The Final Truth,tt13491110,138.0,Nov,6.2,42375.0
297,298,Ek Main Aur Ekk Tu,730000000,390000000,530000000,200000000,320000000,Average,Ek Main Aur Ekk Tu,tt1703958,110.0,Feb,5.8,7408.0
298,299,Border,640000000,390000000,620000000,20000000,100000000,All Time Blockbuster,Border,tt5501104,110.0,Oct,7.0,36168.0
299,300,Bhoothnath Returns,580000000,390000000,520000000,50000000,320000000,Average,Bhoothnath Returns,tt3531852,155.0,Apr,6.5,6575.0
300,301,Tevar,560000000,390000000,520000000,30000000,450000000,Flop,Tevar,tt3398048,157.0,Jan,4.2,3455.0
302,303,Kal Ho Naa Ho,820000000,380000000,520000000,290000000,280000000,Hit,Kal Ho Naa Ho,tt0347304,186.0,Nov,7.9,77007.0
303,304,Khatta Meetha,620000000,380000000,520000000,100000000,350000000,Average,Khatta Meetha,tt1455811,157.0,Jul,6.0,13101.0
304,305,Blue,630000000,380000000,520000000,110000000,750000000,Flop,Blue,tt0090756,120.0,Oct,7.7,233096.0
305,306,Cirkus,600000000,380000000,450000000,150000000,700000000,Flop,Cirkus,tt11112808,139.0,Dec,4.4,23884.0
306,307,A Flying Jatt,560000000,380000000,520000000,40000000,450000000,Flop,A Flying Jatt,tt5235880,151.0,Aug,3.1,5687.0
307,308,Ta Ra Rum Pum,680000000,380000000,510000000,160000000,280000000,Above Average,Ta Ra Rum Pum,tt0833553,153.0,Apr,5.7,5768.0
308,309,Hasee Toh Phasee,630000000,370000000,510000000,110000000,250000000,Average,Hasee Toh Phasee,tt3173910,141.0,Feb,6.8,16678.0
309,310,Main Hoon Na,700000000,370000000,500000000,200000000,250000000,Hit,Main Hoon Na,tt0347473,182.0,Apr,7.1,41437.0
310,311,MOM,650000000,370000000,510000000,130000000,350000000,Average,MOM,tt2660806,30.0,Sep,7.4,41588.0
311,312,Namastey London,710000000,370000000,510000000,190000000,210000000,SuperHit,Namastey London,tt0795434,128.0,Mar,7.1,23329.0
312,313,Shaadi Ke Side Effects,690000000,370000000,500000000,190000000,410000000,Flop,Shaadi Ke Side Effects,tt3302962,145.0,Feb,5.6,4289.0
313,314,Naam Shabana,550000000,360000000,480000000,70000000,250000000,Above Average,Naam Shabana,tt6170954,147.0,Mar,6.2,7654.0
314,315,Tanu Weds Manu,530000000,360000000,490000000,40000000,200000000,Hit,Tanu Weds Manu,tt1694542,113.0,Feb,6.8,16853.0
315,316,Bachna Ae Haseeno,620000000,360000000,470000000,150000000,230000000,Hit,Bachna Ae Haseeno,tt1182972,152.0,Aug,6.2,13051.0
317,318,Thank God,480000000,360000000,420000000,60000000,700000000,Flop,Thank God,tt13795296,121.0,Oct,5.6,12538.0
318,319,Fukrey,500000000,360000000,480000000,10000000,170000000,Hit,Fukrey,tt2806788,139.0,Jun,6.9,13632.0
319,320,Mastizaade,510000000,360000000,480000000,20000000,300000000,Average,Mastizaade,tt3726012,119.0,Jan,2.4,3080.0
320,321,Bunty Aur Babli,620000000,360000000,500000000,120000000,120000000,SuperHit,Bunty Aur Babli,tt0448206,170.0,May,6.2,8508.0
321,322,Tumhari Sulu,500000000,360000000,460000000,40000000,170000000,Hit,Tumhari Sulu,tt6791730,150.0,Nov,7.0,5583.0
322,323,Bullett Raja,530000000,360000000,480000000,40000000,510000000,Flop,Bullett Raja,tt2551378,138.0,Nov,4.9,4159.0
323,324,Ramaiya Vastavaiya,500000000,360000000,480000000,10000000,380000000,Flop,Ramaiya Vastavaiya,tt2357926,148.0,Jul,5.8,4886.0
324,325,Ghayal Once Again,570000000,350000000,480000000,90000000,500000000,Flop,Ghayal Once Again,tt4683366,127.0,Feb,6.2,5458.0
325,326,Force 2,580000000,350000000,480000000,100000000,400000000,Flop,Force 2,tt5156746,127.0,Nov,6.2,6154.0
326,327,Mardaani,590000000,350000000,480000000,110000000,200000000,Hit,Mardaani,tt3495000,113.0,Aug,7.3,13650.0
327,328,Finding Fanny,630000000,350000000,480000000,150000000,250000000,Average,Finding Fanny,tt3142688,102.0,Sep,5.7,6787.0
328,329,Runway 34,500000000,350000000,410000000,90000000,600000000,Flop,Runway 34,tt11460992,145.0,Apr,7.0,31205.0
329,330,Vicky Donor,540000000,350000000,470000000,60000000,100000000,Hit,Vicky Donor,tt2317337,126.0,Apr,7.7,45945.0
330,331,Badmaash Company,500000000,340000000,470000000,30000000,200000000,Above Average,Badmaash Company,tt1602476,142.0,May,6.1,7986.0
331,332,Chhapaak,550000000,340000000,400000000,150000000,500000000,Flop,Chhapaak,tt9614460,120.0,Jan,5.4,27804.0
332,333,Dil To Pagal Hai,580000000,340000000,470000000,110000000,90000000,Blockbuster,Dil To Pagal Hai,tt0118983,180.0,Oct,7.0,24940.0
333,334,English Vinglish,830000000,340000000,460000000,370000000,200000000,Hit,English Vinglish,tt2181931,134.0,Oct,7.8,40807.0
334,335,Judgementall Hai Kya,490000000,340000000,410000000,80000000,350000000,Average,Judgementall Hai Kya,tt8108196,121.0,Jul,5.9,7060.0
335,336,Hamari Adhuri Kahani,510000000,340000000,460000000,50000000,380000000,Below Average,Hamari Adhuri Kahani,tt3483612,129.0,Jun,6.7,6991.0
336,337,Lagaan: Once Upon a Time in India,580000000,340000000,460000000,110000000,250000000,Hit,Lagaan: Once Upon a Time in India,tt0169102,224.0,Jun,8.1,122152.0
338,339,Sarkar Raj,570000000,340000000,450000000,110000000,250000000,Average,Sarkar Raj,tt0490210,125.0,Jun,6.7,7920.0
339,340,Yamla Pagla Deewana 2,480000000,330000000,450000000,20000000,300000000,Average,Yamla Pagla Deewana 2,tt2510874,154.0,Jun,3.5,2138.0
340,341,Panipat,490000000,330000000,400000000,90000000,800000000,Disaster,Panipat,tt8176040,171.0,Dec,5.2,6195.0
341,342,Hero,490000000,330000000,450000000,30000000,320000000,Average,Hero,tt0299977,107.0,Aug,7.9,190575.0
342,343,Bell Bottom,530000000,330000000,390000000,140000000,1800000000,Flop,Bell Bottom,tt9430780,130.0,Feb,8.2,2686.0
343,344,Azhar,500000000,330000000,440000000,50000000,380000000,Flop,Azhar,tt4906984,130.0,May,5.7,6061.0
344,345,Kill Dil,580000000,330000000,440000000,130000000,400000000,Flop,Kill Dil,tt3380264,127.0,Nov,4.5,4527.0
345,346,Dhamaal,510000000,330000000,450000000,50000000,170000000,Hit,Dhamaal,tt0845448,136.0,Sep,7.5,19863.0
346,347,Kahaani 2,550000000,330000000,440000000,110000000,250000000,Average,Kahaani 2,tt5477608,127.0,Dec,6.5,6222.0
347,348,Ladies vs Ricky Bahl,490000000,320000000,440000000,40000000,200000000,Average,Ladies vs Ricky Bahl,tt1954598,140.0,Dec,6.0,10856.0
348,349,Uunchai,480000000,320000000,380000000,90000000,450000000,Hit,Uunchai,tt15309708,173.0,Nov,7.0,7573.0
349,350,Munna Michael,480000000,320000000,450000000,20000000,410000000,Flop,Munna Michael,tt6117702,140.0,Jul,3.4,4015.0
350,351,Ghanchakkar,470000000,320000000,440000000,20000000,290000000,Below Average,Ghanchakkar,tt2246724,137.0,Jul,5.9,5339.0
351,352,Jai Gangaajal,490000000,320000000,440000000,50000000,330000000,Below Average,Jai Gangaajal,tt4979082,149.0,Mar,5.8,2603.0
352,353,Rascals,490000000,320000000,440000000,50000000,450000000,Flop,Rascals,tt1830786,128.0,Oct,3.0,3160.0
353,354,Jolly LLB,460000000,320000000,430000000,20000000,120000000,Hit,Jolly LLB,tt2621000,135.0,Mar,7.5,22727.0
355,356,Soorma,470000000,320000000,410000000,60000000,320000000,Above Average,Soorma,tt7690638,131.0,Jul,7.3,5781.0
356,357,Commando 3,90000000,320000000,70000000,20000000,400000000,Above Average,Commando 3,tt8983168,133.0,Nov,5.9,4596.0
357,358,Shehzada,470000000,320000000,370000000,100000000,650000000,Flop,Shehzada,tt13130948,142.0,Feb,4.5,31748.0
358,359,Dhoom,480000000,310000000,420000000,60000000,110000000,SuperHit,Dhoom,tt0422091,129.0,Aug,6.6,23663.0
359,360,Karthikeya 2,1170000000,310000000,1020000000,150000000,150000000,Blockbuster,Karthikeya 2,tt13664684,150.0,Aug,7.9,64535.0
360,361,Baar Baar Dekho,620000000,310000000,420000000,200000000,530000000,Flop,Baar Baar Dekho,tt5197544,141.0,Sep,5.4,7844.0
361,362,Vivah,480000000,310000000,430000000,40000000,80000000,Blockbuster,Vivah,tt0494290,160.0,Nov,6.7,11118.0
362,363,Patiala House,550000000,310000000,420000000,120000000,300000000,Flop,Patiala House,tt1535467,140.0,Feb,5.6,9700.0
363,364,Bhoot Part One,390000000,310000000,360000000,30000000,500000000,Flop,Bhoot Part One,tt10463030,114.0,Feb,5.4,6032.0
364,365,Jab We Met,480000000,300000000,410000000,70000000,150000000,Hit,Jab We Met,tt1093370,138.0,Oct,7.9,60625.0
365,366,Highway,520000000,300000000,410000000,110000000,250000000,Average,Highway,tt2980794,133.0,Feb,7.6,31758.0
366,367,Thappad,430000000,300000000,360000000,70000000,220000000,Average,Thappad,tt10964430,142.0,Feb,7.0,27133.0
367,368,Talvar,470000000,300000000,410000000,60000000,150000000,Hit,Talvar,tt4934950,132.0,Oct,8.1,38990.0
368,369,Delhi-6,500000000,300000000,390000000,100000000,400000000,Flop,Delhi-6,tt1043451,141.0,Feb,6.2,8765.0
369,370,Raaz Reboot,430000000,300000000,400000000,20000000,310000000,Flop,Raaz Reboot,tt5639388,128.0,Sep,4.4,2185.0
370,371,Peepli Live,470000000,300000000,400000000,60000000,120000000,Hit,Peepli Live,tt1447508,95.0,Aug,7.4,12960.0
371,372,Paa,460000000,300000000,400000000,60000000,180000000,Hit,Paa,tt1532957,133.0,Dec,7.1,12852.0
372,373,Jism 2,420000000,300000000,400000000,10000000,110000000,Hit,Jism 2,tt2226666,130.0,Aug,3.1,3693.0
373,374,Ittefaq,510000000,300000000,380000000,120000000,200000000,Average,Ittefaq,tt6692354,105.0,Nov,7.2,15211.0
374,375,Dum Laga Ke Haisha,420000000,300000000,400000000,20000000,120000000,Hit,Dum Laga Ke Haisha,tt13322956,109.0,Nov,8.0,83.0
375,376,Jannat,400000000,290000000,400000000,0,100000000,SuperHit,Jannat,tt8843162,,Aug,5.8,34.0
376,377,Thor: Love And Thunder,55500000000,290000000,1270000000,30500000000,19000000000,Hit,Thor: Love And Thunder,tt10648342,118.0,Jul,6.2,436594.0
377,378,Golmaal: Fun Unlimited,460000000,290000000,390000000,60000000,110000000,SuperHit,Golmaal: Fun Unlimited,tt0495034,150.0,Jul,7.5,19937.0
378,379,Mausam,520000000,290000000,390000000,120000000,450000000,Flop,Mausam,tt1627924,161.0,Sep,4.8,5699.0
379,380,Shootout at Lokhandwala,440000000,290000000,390000000,40000000,170000000,Above Average,Shootout at Lokhandwala,tt0811066,122.0,May,7.1,11047.0
380,381,Tashan,510000000,290000000,390000000,110000000,310000000,Average,Tashan,tt0995752,120.0,Apr,3.8,5916.0
382,383,Mujhse Shaadi Karogi,550000000,290000000,390000000,160000000,190000000,Hit,Mujhse Shaadi Karogi,tt0418362,163.0,Jul,6.7,17362.0
383,384,Guzaarish,530000000,290000000,390000000,140000000,550000000,Disaster,Guzaarish,tt1438298,126.0,Nov,7.4,19992.0
384,385,Action Replayy,480000000,290000000,390000000,80000000,550000000,Flop,Action Replayy,tt1396208,129.0,Nov,4.3,7328.0
385,386,Garam Masala,540000000,290000000,390000000,150000000,170000000,Hit,Garam Masala,tt0453671,146.0,Nov,6.8,17604.0
386,387,Lootera,460000000,290000000,390000000,70000000,300000000,Flop,Lootera,tt0357875,145.0,Sep,6.5,29.0
387,388,Dil Toh Baccha Hai Ji,400000000,280000000,390000000,10000000,270000000,Below Average,Dil Toh Baccha Hai Ji,tt1727496,143.0,Jan,5.9,4288.0
388,389,Ferrari Ki Sawaari,440000000,280000000,370000000,60000000,150000000,Hit,Ferrari Ki Sawaari,tt2122340,140.0,Jun,6.4,6011.0
389,390,Happy Bhaag Jayegi,460000000,280000000,400000000,60000000,200000000,Hit,Happy Bhaag Jayegi,tt5472758,126.0,Aug,6.4,5833.0
390,391,Akira,430000000,280000000,380000000,50000000,300000000,Flop,Akira,tt0094625,124.0,Jul,8.0,216679.0
391,392,Pari,390000000,280000000,360000000,20000000,300000000,Above Average,Pari,tt7329858,136.0,Mar,6.6,7353.0
392,393,Players,470000000,280000000,380000000,80000000,550000000,Disaster,Players,tt14833464,105.0,Feb,5.7,11609.0
393,394,London Dreams,450000000,280000000,380000000,60000000,450000000,Flop,London Dreams,tt0486615,146.0,Oct,5.4,4978.0
394,395,PM Narendra Modi,350000000,280000000,330000000,10000000,200000000,Above Average,PM Narendra Modi,tt9558612,136.0,May,3.0,8954.0
395,396,Doctor Strange In The Multiverse Of Madness,54000000000,280000000,1470000000,31000000000,15000000000,Average,Doctor Strange In The Multiverse Of Madness,tt9419884,126.0,May,6.9,520759.0
396,397,Ishqiya,390000000,280000000,380000000,10000000,180000000,Hit,Ishqiya,tt1345777,118.0,Jan,7.3,11059.0
397,398,Baazaar,400000000,280000000,360000000,40000000,350000000,Below Average,Baazaar,tt6514196,137.0,Oct,6.5,6293.0
398,399,Kyaa Kool Hain Hum 3,380000000,280000000,360000000,10000000,250000000,Average,Kyaa Kool Hain Hum 3,tt5290620,124.0,Jan,2.0,4558.0
398,399,Kyaa Kool Hain Hum 3,380000000,280000000,360000000,10000000,250000000,Average,Kyaa Kool Hain Hum 3,tt5290620,124.0,Jan,2.0,4558.0
399,400,Doctor G,440000000,270000000,330000000,110000000,250000000,0,Doctor G,tt9054970,124.0,Oct,6.6,18891.0
400,401,No Problem,440000000,270000000,370000000,60000000,350000000,Flop,No Problem,tt1431122,139.0,Dec,4.5,3078.0
402,403,Wake Up Sid,470000000,270000000,360000000,110000000,180000000,Hit,Wake Up Sid,tt1324059,138.0,Oct,7.6,35031.0
403,404,No One Killed Jessica,430000000,270000000,370000000,60000000,150000000,Hit,No One Killed Jessica,tt1734110,136.0,Jan,7.2,12534.0
405,406,Sanam Re,390000000,270000000,370000000,10000000,250000000,Average,Sanam Re,tt4262516,120.0,Feb,3.3,3583.0
406,407,Panga,400000000,270000000,320000000,80000000,490000000,Flop,Panga,tt8983166,131.0,Jan,6.8,7999.0
407,408,Dedh Ishqiya,430000000,270000000,360000000,60000000,350000000,Flop,Dedh Ishqiya,tt2675978,152.0,Jan,7.0,7561.0
408,409,Sarbjit,410000000,270000000,360000000,40000000,300000000,Flop,Sarbjit,tt5120640,131.0,May,7.3,5588.0
409,410,Force,400000000,270000000,360000000,30000000,280000000,Flop,Force,tt1992138,137.0,Sep,6.5,8555.0
410,411,Jawaani Jaaneman,420000000,270000000,320000000,90000000,400000000,0,Jawaani Jaaneman,tt9248952,119.0,Jan,6.5,8585.0
411,412,Jhoom Barabar Jhoom,480000000,270000000,360000000,110000000,250000000,Below Average,Jhoom Barabar Jhoom,tt0833476,138.0,Jun,3.7,3539.0
412,413,Hate Story 2,360000000,260000000,360000000,0,150000000,Above Average,Hate Story 2,tt3619772,130.0,Jul,4.4,2471.0
413,414,Detective Byomkesh Bakshy,430000000,260000000,360000000,70000000,350000000,Flop,Detective Byomkesh Bakshy,tt3447364,139.0,Apr,7.6,24626.0
414,415,Tadap,330000000,260000000,300000000,20000000,200000000,0,Tadap,tt10761694,126.0,Dec,5.1,4885.0
415,416,Malamaal Weekly,410000000,260000000,360000000,50000000,60000000,SuperHit,Malamaal Weekly,tt0476805,137.0,Mar,7.0,8181.0
416,417,Raja Natwarlal,440000000,260000000,350000000,80000000,450000000,Disaster,Raja Natwarlal,tt3483712,141.0,Aug,6.2,4606.0
417,418,Singh Saab The Great,380000000,260000000,350000000,20000000,350000000,Flop,Singh Saab The Great,tt2437954,134.0,Nov,5.6,2542.0
418,419,Ek Paheli Leela,360000000,260000000,350000000,0,200000000,Average,Ek Paheli Leela,tt4500734,145.0,Apr,3.8,1924.0
419,420,Fashion,380000000,260000000,350000000,30000000,180000000,Above Average,Fashion,tt0964516,167.0,Oct,6.9,13380.0
420,421,The Hero: Love Story of a Spy,440000000,260000000,400000000,30000000,330000000,Below Average,The Hero: Love Story of a Spy,tt0347167,160.0,Apr,5.5,2660.0
421,422,Salaam Namaste,550000000,260000000,350000000,200000000,100000000,Hit,Salaam Namaste,tt0456165,158.0,Sep,6.2,8328.0
422,423,Khakee,450000000,250000000,340000000,100000000,260000000,Average,Khakee,tt0347332,174.0,Jan,7.4,16868.0
423,424,Karan Arjun,360000000,250000000,340000000,20000000,60000000,Blockbuster,Karan Arjun,tt0113526,175.0,Jan,6.8,16327.0
424,425,Karthik Calling Karthik,380000000,250000000,340000000,30000000,200000000,Below Average,Karthik Calling Karthik,tt1373156,135.0,Feb,7.1,14429.0
425,426,Raabta,390000000,250000000,350000000,30000000,450000000,Flop,Raabta,tt5542802,147.0,Jun,4.8,8759.0
426,427,Dhobi Ghat,0,250000000,0,0,10000000,0,Dhobi Ghat,tt8843396,,Mar,,
427,428,Biwi No.1,490000000,250000000,430000000,60000000,120000000,SuperHit,Biwi No.1,tt0207341,159.0,May,5.7,6658.0
428,429,Maine Pyaar Kyun Kiya?,450000000,250000000,350000000,100000000,150000000,Above Average,Maine Pyaar Kyun Kiya?,tt0451803,145.0,Jul,5.6,5952.0
429,430,Ek Thi Daayan,400000000,250000000,340000000,50000000,240000000,Below Average,Ek Thi Daayan,tt2406676,135.0,Apr,5.7,4659.0
430,431,Teri Meri Kahaani,510000000,250000000,340000000,170000000,350000000,Flop,Teri Meri Kahaani,tt2354407,117.0,Jun,4.9,4357.0
432,433,F.A.L.T.U,340000000,250000000,340000000,0,180000000,Average,F.A.L.T.U,tt1667076,120.0,Apr,4.8,3277.0
434,435,Daawat-E-Ishq,340000000,250000000,340000000,0,300000000,Flop,Daawat-E-Ishq,tt3398052,118.0,Sep,6.1,6218.0
435,436,Jazbaa,420000000,250000000,340000000,80000000,280000000,Flop,Jazbaa,tt4323504,119.0,Oct,5.7,3712.0
436,437,Rock On!!,350000000,250000000,330000000,10000000,160000000,Hit,Rock On!!,tt1230165,145.0,Aug,7.7,23015.0
437,438,Commando 2,390000000,250000000,330000000,50000000,260000000,Flop,Commando 2,tt5954088,144.0,Mar,5.4,4025.0
438,439,Rocky Handsome,350000000,250000000,330000000,10000000,400000000,Flop,Rocky Handsome,tt3410408,119.0,Mar,6.8,9254.0
439,440,Gangs of Wasseypur,330000000,250000000,330000000,0,200000000,Average,Gangs of Wasseypur,tt1954470,321.0,Jun,8.2,106403.0
440,441,Go Goa Gone,380000000,240000000,330000000,40000000,190000000,Flop,Go Goa Gone,tt2436516,111.0,May,6.7,15740.0
441,442,Jaan-E-Mann,450000000,240000000,330000000,120000000,250000000,Below Average,Jaan-E-Mann,tt0456481,165.0,Oct,6.1,9309.0
442,443,Ishq,450000000,240000000,420000000,20000000,110000000,SuperHit,Ishq,tt0133024,161.0,Nov,6.8,12119.0
443,444,Junglee,320000000,240000000,290000000,30000000,500000000,Flop,Junglee,tt7463730,115.0,Mar,5.5,2337.0
